RAW DATA,,,,,,,,,,,,,,,,,,,
Cluster Size,,1 (Uniform),2 (Uniform),3 (Uniform),6 (Uniform),1 (Weighted),2 (Weighted),3 (Weighted),6 (Weighted),,Cluster Size,1 (Uniform),2 (Uniform),3 (Uniform),6 (Uniform),1 (Weighted),2 (Weighted),3 (Weighted),6 (Weighted)
,,6,2,4,5,7.00,6,4,3,,,,,,,,,,
,,7,4,6,10,7.00,6,7,8,,,,,,,,,,
,,5,4,5,6,5.00,6,2,4,,,,,,,,,,
,,6,7,5,9,5.00,5,4,4,,,,,,,,,,
,,5,7,4,7,8.00,9,6,7,,,,,,,,,,
,,6,6,6,7,8.00,6,2,7,,,,,,,,,,
,,6,6,8,4,9.00,6,6,6,,,,,,,,,,
,,8,3,5,4,7.00,5,5,6,,,,,,,,,,
,,5,5,6,5,7.00,4,6,5,,,,,,,,,,
,,5,5,7,5,7.00,7,5,4,,,,,,,,,,
,,6,7,7,7,7.00,4,3,4,,,,,,,,,,
,,7,4,7,5,7.00,6,6,6,,,,,,,,,,
,,6,4,6,3,8.00,6,3,5,,,,,,,,,,
,,8,6,7,6,8.00,7,4,5,,,,,,,,,,
,,5,5,4,7,8.00,5,4,4,,,,,,,,,,
,,5,5,6,5,6.00,5,4,7,,,,,,,,,,
,,6,6,4,6,5.00,6,5,5,,,,,,,,,,
,,6,7,4,5,8.00,7,4,6,,,,,,,,,,
,,8,4,9,7,8.00,6,5,7,,,,,,,,,,
,,5,4,6,5,7.00,4,5,3,,,,,,,,,,
,,13,7,7,9,9.00,9,5,8,,,,,,,,,,
,,3,3,3,2,4.00,2,3,3,,,,,,,,,,
,,4,4,7,3,9.00,3,4,5,,,,,,,,,,
,,7,6,10,4,7.00,6,3,3,,,,,,,,,,
,,5,6,5,5,6.00,2,2,5,,,,,,,,,,
,,4,4,6,6,6.00,7,4,4,,,,,,,,,,
,,8,6,7,8,7.00,6,6,5,,,,,,,,,,
,,4,5,7,7,8.00,6,5,3,,,,,,,,,,
,,4,5,5,8,7.00,3,5,6,,,,,,,,,,
,,4,4,5,4,6.00,4,2,3,,,,,,,,,,
,,7,4,8,5,9.00,7,3,6,,,,,,,,,,
,,3,6,3,8,6.00,3,2,5,,,,,,,,,,
,,4,4,4,3,4.00,4,4,5,,,,,,,,,,
,,4,5,4,3,7.00,8,2,6,,,,,,,,,,
,,7,4,4,4,4.00,4,5,5,,,,,,,,,,
,,5,4,8,2,4.00,6,6,4,,,,,,,,,,
,,4,5,6,6,6.00,4,5,6,,,,,,,,,,
,,6,5,8,9,10.00,8,5,5,,,,,,,,,,
,,6,5,4,3,7.00,7,3,3,,,,,,,,,,
,,5,3,5,5,7.00,4,3,5,,,,,,,,,,
,,6,6,6,4,4.00,2,4,5,,,,,,,,,,
,,6,7,8,5,7.00,4,5,5,,,,,,,,,,
,,4,4,5,5,5.00,4,5,4,,,,,,,,,,
,,6,5,6,7,6.00,5,3,5,,,,,,,,,,
,,5,2,6,5,4.00,4,2,4,,,,,,,,,,
,,7,6,6,5,8.00,6,7,4,,,,,,,,,,
,,6,4,6,2,7.00,4,5,7,,,,,,,,,,
,,4,5,6,7,7.00,5,6,3,,,,,,,,,,
,,6,2,5,4,4.00,4,8,2,,,,,,,,,,
,,7,7,7,6,8.00,6,5,4,,,,,,,,,,
,,6,5,4,6,5.00,6,5,6,,,,,,,,,,
,,6,4,4,4,6.00,4,5,3,,,,,,,,,,
,,11,5,5,9,12.00,7,5,5,,,,,,,,,,
,,7,5,7,7,7.00,6,3,4,,,,,,,,,,
,,6,6,5,7,9.00,5,4,4,,,,,,,,,,
,,3,5,4,3,4.00,4,1,5,,,,,,,,,,
,,9,9,9,10,8.00,11,6,4,,,,,,,,,,
,,6,5,7,3,8.00,4,5,7,,,,,,,,,,
,,3,4,6,3,6.00,5,5,4,,,,,,,,,,
,,7,5,5,4,5.00,5,3,5,,,,,,,,,,
,,6,5,6,6,7.00,6,4,5,,,,,,,,,,
,,6,3,6,7,7.00,5,5,5,,,,,,,,,,
,,6,5,5,4,6.00,5,5,7,,,,,,,,,,
,,2,3,5,4,3.00,3,4,3,,,,,,,,,,
,,7,4,8,5,7.00,7,4,5,,,,,,,,,,
,,9,6,5,5,6.00,6,6,7,,,,,,,,,,
,,4,4,7,3,7.00,6,1,5,,,,,,,,,,
,,7,8,6,8,9.00,8,5,7,,,,,,,,,,
,,6,2,4,2,5.00,3,4,3,,,,,,,,,,
,,4,5,5,5,6.00,6,3,2,,,,,,,,,,
,,3,5,7,3,3.00,4,5,3,,,,,,,,,,
,,3,5,4,6,7.00,4,3,4,,,,,,,,,,
,,7,6,7,7,7.00,8,5,8,,,,,,,,,,
,,6,7,6,6,7.00,6,5,6,,,,,,,,,,
,,5,3,9,8,5.00,8,8,4,,,,,,,,,,
,,4,4,5,6,5.00,5,6,6,,,,,,,,,,
,,4,5,3,2,4.00,5,5,2,,,,,,,,,,
,,8,6,6,6,9.00,6,6,9,,,,,,,,,,
,,6,8,4,4,5.00,4,3,8,,,,,,,,,,
,,5,5,8,7,10.00,8,4,4,,,,,,,,,,
,,8,5,5,5,8.00,8,3,9,,,,,,,,,,
,,9,8,4,10,9.00,9,6,9,,,,,,,,,,
,,5,5,5,5,5.00,4,2,7,,,,,,,,,,
,,7,6,4,3,6.00,4,5,6,,,,,,,,,,
,,6,7,6,7,8.00,4,7,6,,,,,,,,,,
,,7,3,2,3,5.00,3,2,5,,,,,,,,,,
,,5,5,6,10,6.00,5,8,6,,,,,,,,,,
,,6,4,9,6,8.00,6,6,5,,,,,,,,,,
,,9,4,8,7,9.00,6,4,7,,,,,,,,,,
,,5,3,6,4,7.00,5,2,7,,,,,,,,,,
,,6,6,6,6,7.00,4,4,5,,,,,,,,,,
,,4,5,6,5,7.00,6,4,6,,,,,,,,,,
,,8,4,7,6,8.00,4,6,4,,,,,,,,,,
,,6,7,6,8,6.00,6,6,8,,,,,,,,,,
,,8,6,7,6,7.00,5,5,8,,,,,,,,,,
,,6,4,5,6,5.00,5,2,5,,,,,,,,,,
,,7,5,9,4,9.00,6,5,7,,,,,,,,,,
,,5,4,3,3,6.00,6,1,1,,,,,,,,,,
,,6,8,8,7,9.00,7,5,6,,,,,,,,,,
,,7,7,9,7,10.00,8,10,6,,,,,,,,,,
,,7,4,8,6,5.00,6,5,2,,,,,,,,,,
,,5,6,8,4,8.00,7,6,5,,,,,,,,,,
,,7,4,5,7,7.00,5,6,3,,,,,,,,,,
,,4,2,4,3,5.00,3,5,4,,,,,,,,,,
,,8,4,8,7,6.00,5,4,7,,,,,,,,,,
,,4,6,7,8,7.00,3,5,5,,,,,,,,,,
,,9,8,4,5,8.00,7,4,6,,,,,,,,,,
,,5,3,6,6,7.00,4,6,4,,,,,,,,,,
,,8,10,11,11,12.00,8,6,7,,,,,,,,,,
,,8,6,7,6,11.00,8,4,5,,,,,,,,,,
,,4,6,8,1,10.00,7,5,5,,,,,,,,,,
,,6,6,7,6,7.00,5,7,4,,,,,,,,,,
,,6,4,5,5,8.00,7,4,5,,,,,,,,,,
,,8,4,9,5,8.00,7,5,9,,,,,,,,,,
,,6,6,5,9,7.00,7,5,6,,,,,,,,,,
,,5,5,4,3,6.00,1,3,4,,,,,,,,,,
,,4,2,3,1,4.00,2,3,3,,,,,,,,,,
,,5,4,8,4,6.00,8,6,8,,,,,,,,,,
,,5,4,6,6,7.00,4,3,6,,,,,,,,,,
,,6,4,6,5,6.00,5,4,4,,,,,,,,,,
,,7,5,4,4,6.00,3,4,4,,,,,,,,,,
,,6,3,5,4,8.00,5,6,8,,,,,,,,,,
,,6,3,5,5,5.00,3,4,4,,,,,,,,,,
,,6,4,5,6,4.00,3,3,4,,,,,,,,,,
,,4,4,3,1,4.00,2,4,3,,,,,,,,,,
,,6,6,7,4,7.00,5,3,6,,,,,,,,,,
,,4,1,4,4,7.00,4,3,3,,,,,,,,,,
,,8,5,9,7,10.00,9,4,6,,,,,,,,,,
,,5,5,8,5,7.00,3,5,5,,,,,,,,,,
,,8,4,7,6,6.00,4,4,8,,,,,,,,,,
,,7,3,6,5,7.00,5,4,4,,,,,,,,,,
,,5,7,8,7,7.00,6,4,7,,,,,,,,,,
,,5,2,2,2,2.00,2,2,4,,,,,,,,,,
,,4,6,7,4,6.00,5,4,4,,,,,,,,,,
,,10,9,9,7,12.00,10,8,12,,,,,,,,,,
,,7,6,6,8,10.00,6,5,4,,,,,,,,,,
,,6,7,7,7,13.00,8,5,7,,,,,,,,,,
,,7,7,6,4,6.00,4,5,5,,,,,,,,,,
,,6,4,4,2,4.00,4,6,4,,,,,,,,,,
,,5,6,8,5,9.00,4,5,5,,,,,,,,,,
,,6,5,9,4,9.00,4,6,3,,,,,,,,,,
,,7,4,6,5,6.00,5,4,4,,,,,,,,,,
,,2,2,3,4,4.00,2,2,1,,,,,,,,,,
,,7,5,8,7,8.00,4,5,8,,,,,,,,,,
,,6,3,6,7,8.00,8,5,7,,,,,,,,,,
,,5,2,3,1,5.00,3,2,3,,,,,,,,,,
,,5,4,6,7,8.00,5,3,3,,,,,,,,,,
,,5,5,6,2,9.00,6,4,5,,,,,,,,,,
,,7,5,9,6,9.00,5,3,3,,,,,,,,,,
,,6,5,4,6,6.00,6,3,7,,,,,,,,,,
,,3,4,3,4,5.00,3,2,7,,,,,,,,,,
,,9,5,5,8,7.00,7,7,8,,,,,,,,,,
,,4,5,2,2,7.00,3,3,4,,,,,,,,,,
,,6,4,8,6,7.00,6,3,5,,,,,,,,,,
,,6,6,6,5,7.00,5,4,4,,,,,,,,,,
,,5,4,3,5,5.00,3,5,3,,,,,,,,,,
,,4,4,6,6,6.00,4,6,4,,,,,,,,,,
,,7,3,6,2,7.00,4,5,5,,,,,,,,,,
,,5,3,8,4,4.00,1,1,4,,,,,,,,,,
,,4,2,3,3,4.00,2,1,3,,,,,,,,,,
,,5,8,6,8,9.00,5,4,4,,,,,,,,,,
,,4,5,5,0,4.00,4,4,1,,,,,,,,,,
,,7,5,9,7,9.00,7,6,5,,,,,,,,,,
,,5,4,5,5,7.00,5,5,5,,,,,,,,,,
,,6,5,5,3,4.00,5,3,5,,,,,,,,,,
,,7,7,8,6,5.00,5,4,4,,,,,,,,,,
,,9,5,6,4,11.00,8,6,7,,,,,,,,,,
,,6,3,6,6,7.00,5,6,6,,,,,,,,,,
,,5,7,6,2,4.00,4,4,6,,,,,,,,,,
,,8,4,5,7,7.00,6,3,7,,,,,,,,,,
,,7,5,8,7,9.00,4,6,7,,,,,,,,,,
,,4,4,5,3,7.00,5,3,3,,,,,,,,,,
,,10,5,5,8,6.00,5,4,5,,,,,,,,,,
,,7,7,10,6,10.00,9,7,3,,,,,,,,,,
,,7,7,6,7,8.00,5,8,6,,,,,,,,,,
,,4,3,4,7,6.00,3,6,5,,,,,,,,,,
,,4,4,7,4,5.00,5,4,4,,,,,,,,,,
,,5,4,6,2,6.00,5,5,4,,,,,,,,,,
,,9,6,6,4,5.00,5,7,7,,,,,,,,,,
,,6,6,8,6,8.00,6,6,4,,,,,,,,,,
,,5,3,4,2,4.00,4,3,5,,,,,,,,,,
,,4,5,5,7,9.00,6,6,7,,,,,,,,,,
,,4,4,4,4,7.00,6,4,5,,,,,,,,,,
,,5,3,5,5,6.00,5,4,4,,,,,,,,,,
,,11,9,11,9,11.00,10,7,8,,,,,,,,,,
,,4,3,6,7,9.00,6,6,5,,,,,,,,,,
,,6,4,6,4,6.00,6,5,6,,,,,,,,,,
,,10,7,9,7,7.00,5,8,7,,,,,,,,,,
,,6,4,7,5,8.00,6,6,6,,,,,,,,,,
,,6,6,6,6,5.00,6,3,5,,,,,,,,,,
,,6,5,7,6,6.00,6,3,4,,,,,,,,,,
,,7,4,6,7,8.00,6,3,6,,,,,,,,,,
,,10,8,8,7,9.00,4,5,7,,,,,,,,,,
,,7,5,6,4,6.00,7,4,5,,,,,,,,,,
,,4,7,5,9,7.00,6,3,4,,,,,,,,,,
,,5,3,5,6,5.00,6,6,5,,,,,,,,,,
,,7,7,7,6,7.00,5,3,5,,,,,,,,,,
,,6,6,5,8,9.00,7,7,4,,,,,,,,,,
,,5,4,6,4,5.00,1,4,5,,,,,,,,,,
,,5,8,4,7,9.00,3,2,4,,,,,,,,,,
,,11,8,7,6,11.00,9,7,4,,,,,,,,,,
,,4,6,5,6,5.00,3,2,3,,,,,,,,,,
,,9,4,6,3,8.00,8,5,5,,,,,,,,,,
,,5,5,3,4,5.00,1,4,6,,,,,,,,,,
,,7,4,7,4,5.00,5,5,4,,,,,,,,,,
,,4,5,4,8,5.00,4,4,5,,,,,,,,,,
,,5,3,5,4,8.00,4,3,4,,,,,,,,,,
,,8,7,6,7,7.00,5,8,6,,,,,,,,,,
,,5,5,4,4,6.00,4,2,7,,,,,,,,,,
,,4,3,7,6,7.00,6,4,3,,,,,,,,,,
,,5,5,3,6,9.00,5,6,7,,,,,,,,,,
,,5,2,6,4,7.00,4,3,3,,,,,,,,,,
,,9,5,9,8,9.00,6,7,5,,,,,,,,,,
,,10,5,7,9,9.00,9,7,6,,,,,,,,,,
,,6,2,5,7,6.00,5,7,4,,,,,,,,,,
,,2,4,4,6,4.00,2,4,4,,,,,,,,,,
,,7,7,8,7,6.00,4,5,2,,,,,,,,,,
,,9,6,6,4,9.00,7,4,5,,,,,,,,,,
,,5,5,4,4,7.00,4,4,3,,,,,,,,,,
,,7,6,3,3,7.00,5,4,5,,,,,,,,,,
,,8,7,7,8,7.00,5,5,7,,,,,,,,,,
,,9,5,6,10,7.00,6,4,5,,,,,,,,,,
,,6,7,6,6,6.00,5,4,2,,,,,,,,,,
,,10,7,10,6,9.00,7,4,6,,,,,,,,,,
,,7,4,6,7,8.00,6,2,8,,,,,,,,,,
,,5,6,5,7,7.00,6,6,5,,,,,,,,,,
,,9,4,5,5,8.00,6,9,6,,,,,,,,,,
,,7,6,7,6,6.00,6,4,5,,,,,,,,,,
,,4,7,5,8,5.00,5,2,2,,,,,,,,,,
,,5,7,8,9,8.00,6,3,7,,,,,,,,,,
,,8,6,9,7,8.00,4,6,7,,,,,,,,,,
,,10,6,8,11,11.00,7,4,6,,,,,,,,,,
,,8,4,5,5,8.00,6,6,8,,,,,,,,,,
,,5,5,4,4,4.00,4,1,3,,,,,,,,,,
,,9,7,9,7,8.00,7,6,7,,,,,,,,,,
,,5,6,5,9,6.00,9,5,6,,,,,,,,,,
,,6,7,5,9,11.00,8,5,7,,,,,,,,,,
,,5,3,7,5,6.00,4,3,3,,,,,,,,,,
,,7,8,8,8,10.00,6,6,4,,,,,,,,,,
,,6,5,8,7,9.00,7,8,5,,,,,,,,,,
,,8,5,8,8,8.00,5,6,7,,,,,,,,,,
,,7,4,4,4,10.00,6,6,5,,,,,,,,,,
,,4,2,6,4,6.00,3,4,3,,,,,,,,,,
,,8,4,7,3,7.00,2,5,4,,,,,,,,,,
,,8,5,10,9,12.00,10,4,8,,,,,,,,,,
,,8,8,6,6,8.00,7,7,5,,,,,,,,,,
,,5,5,5,6,6.00,6,4,5,,,,,,,,,,
,,4,6,8,4,6.00,5,6,7,,,,,,,,,,
,,7,5,5,7,8.00,5,4,6,,,,,,,,,,
,,7,6,5,7,9.00,7,3,6,,,,,,,,,,
,,8,6,8,6,8.00,6,5,6,,,,,,,,,,
,,8,5,9,6,7.00,8,4,9,,,,,,,,,,
,,5,6,4,6,10.00,6,4,2,,,,,,,,,,
,,6,5,5,7,8.00,8,6,6,,,,,,,,,,
,,5,4,8,3,6.00,6,4,7,,,,,,,,,,
,,6,5,3,5,6.00,3,5,6,,,,,,,,,,
,,5,2,5,4,6.00,3,6,4,,,,,,,,,,
,,6,6,7,5,5.00,4,3,7,,,,,,,,,,
,,6,4,4,3,5.00,4,5,4,,,,,,,,,,
,,6,3,6,5,9.00,6,7,5,,,,,,,,,,
,,7,7,3,5,6.00,5,2,6,,,,,,,,,,
,,4,4,4,9,6.00,3,3,4,,,,,,,,,,
,,4,6,6,3,4.00,2,3,3,,,,,,,,,,
,,6,4,5,7,5.00,6,1,2,,,,,,,,,,
,,3,5,6,2,6.00,3,5,7,,,,,,,,,,
,,8,1,4,7,4.00,2,3,3,,,,,,,,,,
,,6,5,6,6,8.00,5,5,4,,,,,,,,,,
,,6,4,5,3,7.00,7,4,4,,,,,,,,,,
,,4,3,8,4,6.00,5,5,4,,,,,,,,,,
,,5,6,7,7,6.00,6,5,7,,,,,,,,,,
,,5,5,3,2,6.00,4,5,5,,,,,,,,,,
,,8,6,8,8,9.00,9,7,8,,,,,,,,,,
,,3,4,5,5,7.00,5,4,3,,,,,,,,,,
,,6,8,8,6,6.00,6,5,5,,,,,,,,,,
,,5,4,7,3,6.00,3,1,3,,,,,,,,,,
,,6,7,7,7,8.00,6,4,4,,,,,,,,,,
,,4,3,3,4,6.00,3,4,3,,,,,,,,,,
,,5,2,5,4,6.00,3,3,5,,,,,,,,,,
,,7,2,5,4,6.00,3,4,7,,,,,,,,,,
,,3,5,10,8,8.00,6,4,7,,,,,,,,,,
,,5,5,5,4,4.00,2,3,4,,,,,,,,,,
,,6,4,7,5,6.00,4,3,4,,,,,,,,,,
,,4,4,5,4,7.00,4,3,4,,,,,,,,,,
,,5,2,5,7,6.00,6,4,2,,,,,,,,,,
,,6,4,6,6,6.00,5,4,4,,,,,,,,,,
,,4,3,5,3,4.00,3,4,2,,,,,,,,,,
,,7,5,5,7,6.00,4,4,5,,,,,,,,,,
,,10,7,5,7,10.00,7,7,8,,,,,,,,,,
,,6,5,5,6,6.00,2,3,5,,,,,,,,,,
,,4,5,5,2,8.00,6,2,3,,,,,,,,,,
,,8,5,6,7,4.00,5,5,6,,,,,,,,,,
,,4,7,6,8,11.00,8,5,8,,,,,,,,,,
,,6,3,6,5,7.00,3,3,6,,,,,,,,,,
,,5,5,8,4,6.00,6,4,6,,,,,,,,,,
,,3,4,8,6,6.00,3,4,4,,,,,,,,,,
,,7,8,4,3,8.00,6,5,4,,,,,,,,,,
,,6,4,5,6,6.00,4,4,6,,,,,,,,,,
,,6,5,7,3,9.00,7,8,5,,,,,,,,,,
,,6,5,7,7,7.00,7,7,6,,,,,,,,,,
,,8,3,6,6,7.00,4,5,4,,,,,,,,,,
,,3,3,6,1,3.00,6,5,3,,,,,,,,,,
,,3,4,4,6,4.00,5,2,5,,,,,,,,,,
,,5,5,5,2,4.00,4,3,3,,,,,,,,,,
,,7,6,7,7,7.00,7,6,4,,,,,,,,,,
,,5,6,5,4,5.00,4,5,5,,,,,,,,,,
,,5,4,4,7,8.00,5,3,6,,,,,,,,,,
,,7,2,5,3,7.00,4,4,9,,,,,,,,,,
,,3,5,3,2,7.00,3,2,5,,,,,,,,,,
,,3,4,3,4,5.00,3,1,4,,,,,,,,,,
,,5,7,8,9,8.00,6,6,6,,,,,,,,,,
,,7,5,10,9,8.00,9,6,5,,,,,,,,,,
,,5,2,6,4,4.00,3,6,5,,,,,,,,,,
,,6,6,5,4,8.00,6,4,3,,,,,,,,,,
,,6,7,5,6,5.00,4,4,4,,,,,,,,,,
,,6,3,5,6,9.00,4,4,5,,,,,,,,,,
,,2,2,3,5,4.00,3,2,4,,,,,,,,,,
,,6,5,6,4,6.00,5,4,6,,,,,,,,,,
,,4,4,4,6,7.00,4,3,6,,,,,,,,,,
,,4,4,4,3,4.00,5,2,5,,,,,,,,,,
,,5,6,4,7,6.00,5,5,4,,,,,,,,,,
,,6,5,7,6,7.00,5,5,5,,,,,,,,,,
,,5,5,8,3,6.00,3,1,7,,,,,,,,,,
,,6,5,7,6,9.00,5,3,5,,,,,,,,,,
,,6,4,5,7,5.00,4,5,9,,,,,,,,,,
,,6,4,5,4,4.00,3,3,3,,,,,,,,,,
,,6,4,6,4,6.00,8,3,4,,,,,,,,,,
,,10,8,8,5,10.00,9,8,7,,,,,,,,,,
,,9,6,11,8,9.00,9,5,11,,,,,,,,,,
,,6,7,7,6,7.00,5,7,4,,,,,,,,,,
,,4,5,5,4,8.00,8,5,5,,,,,,,,,,
,,8,6,5,8,7.00,9,4,9,,,,,,,,,,
,,9,5,7,9,9.00,7,4,5,,,,,,,,,,
,,5,5,7,5,6.00,2,6,5,,,,,,,,,,
,,7,3,6,5,4.00,2,3,4,,,,,,,,,,
,,5,4,6,5,8.00,3,3,2,,,,,,,,,,
,,6,4,5,5,7.00,6,7,6,,,,,,,,,,
,,6,6,4,3,4.00,3,4,9,,,,,,,,,,
,,7,3,7,4,9.00,7,5,7,,,,,,,,,,
,,6,5,4,4,5.00,4,5,4,,,,,,,,,,
,,5,5,6,5,9.00,6,6,4,,,,,,,,,,
,,8,7,6,9,9.00,5,5,5,,,,,,,,,,
,,8,6,8,9,8.00,8,5,6,,,,,,,,,,
,,6,5,9,6,6.00,4,7,5,,,,,,,,,,
,,4,3,3,4,6.00,5,7,3,,,,,,,,,,
,,4,4,6,6,6.00,3,5,6,,,,,,,,,,
,,4,6,7,4,5.00,3,4,6,,,,,,,,,,
,,8,6,7,6,9.00,8,8,8,,,,,,,,,,
,,8,4,5,3,5.00,5,5,5,,,,,,,,,,
,,7,7,7,7,10.00,6,7,10,,,,,,,,,,
,,6,8,8,6,4.00,6,3,5,,,,,,,,,,
,,5,6,6,7,7.00,7,3,5,,,,,,,,,,
,,5,3,5,3,4.00,5,4,5,,,,,,,,,,
,,4,4,6,4,6.00,3,2,5,,,,,,,,,,
,,3,4,3,2,7.00,1,2,3,,,,,,,,,,
,,4,6,5,4,6.00,5,6,3,,,,,,,,,,
,,7,6,5,8,8.00,4,5,7,,,,,,,,,,
,,9,8,6,9,9.00,6,6,5,,,,,,,,,,
,,6,10,9,8,8.00,6,4,6,,,,,,,,,,
,,6,6,8,9,9.00,9,5,8,,,,,,,,,,
,,8,6,6,5,6.00,5,6,7,,,,,,,,,,
,,6,8,5,6,7.00,7,6,9,,,,,,,,,,
,,7,6,5,7,6.00,4,4,6,,,,,,,,,,
,,2,2,3,4,6.00,2,3,3,,,,,,,,,,
,,8,7,8,5,7.00,7,7,5,,,,,,,,,,
,,6,4,6,5,8.00,6,5,6,,,,,,,,,,
,,4,5,6,6,5.00,5,4,5,,,,,,,,,,
,,8,5,6,5,6.00,6,5,4,,,,,,,,,,
,,4,3,5,5,5.00,6,6,4,,,,,,,,,,
,,7,4,5,5,9.00,5,6,6,,,,,,,,,,
,,8,6,8,8,9.00,9,4,13,,,,,,,,,,
,,6,4,7,5,6.00,6,4,5,,,,,,,,,,
,,6,6,7,3,6.00,5,7,7,,,,,,,,,,
,,2,4,4,5,6.00,4,2,3,,,,,,,,,,
,,5,5,6,6,7.00,4,4,7,,,,,,,,,,
,,4,2,5,1,4.00,3,2,3,,,,,,,,,,
,,6,3,4,6,8.00,3,4,6,,,,,,,,,,
,,5,3,4,3,3.00,5,4,3,,,,,,,,,,
,,8,5,6,3,6.00,6,8,4,,,,,,,,,,
,,7,4,7,8,7.00,5,4,5,,,,,,,,,,
,,8,4,4,6,6.00,3,3,3,,,,,,,,,,
,,8,7,8,7,7.00,5,5,6,,,,,,,,,,
,,4,4,5,4,4.00,5,3,4,,,,,,,,,,
,,7,4,6,8,5.00,7,5,5,,,,,,,,,,
,,8,6,5,7,8.00,6,4,5,,,,,,,,,,
,,7,6,7,6,6.00,6,3,8,,,,,,,,,,
,,7,2,5,4,7.00,6,7,7,,,,,,,,,,
,,7,4,7,5,5.00,5,4,7,,,,,,,,,,
,,8,9,7,5,7.00,4,5,6,,,,,,,,,,
,,7,3,6,5,4.00,3,4,5,,,,,,,,,,
,,9,5,7,7,8.00,7,5,8,,,,,,,,,,
,,6,3,5,2,5.00,6,2,4,,,,,,,,,,
,,5,3,3,5,6.00,5,3,5,,,,,,,,,,
,,3,3,5,5,6.00,5,5,5,,,,,,,,,,
,,7,7,9,9,9.00,6,5,7,,,,,,,,,,
,,8,8,8,11,6.00,7,2,7,,,,,,,,,,
,,6,5,8,5,8.00,5,4,5,,,,,,,,,,
,,7,6,7,8,7.00,8,6,5,,,,,,,,,,
,,7,7,8,9,8.00,7,7,10,,,,,,,,,,
,,5,5,7,4,7.00,7,4,4,,,,,,,,,,
,,4,5,7,5,3.00,3,3,4,,,,,,,,,,
,,7,7,7,10,8.00,8,7,8,,,,,,,,,,
,,10,6,7,7,9.00,9,8,6,,,,,,,,,,
,,7,4,7,5,7.00,6,4,5,,,,,,,,,,
,,4,5,6,7,7.00,4,3,4,,,,,,,,,,
,,7,6,6,8,7.00,5,3,5,,,,,,,,,,
,,8,6,8,5,8.00,6,4,5,,,,,,,,,,
,,9,7,8,6,7.00,8,7,2,,,,,,,,,,
,,7,5,7,7,7.00,7,7,6,,,,,,,,,,
,,3,5,6,7,7.00,5,4,5,,,,,,,,,,
,,5,7,5,9,9.00,5,5,5,,,,,,,,,,
,,7,6,4,6,5.00,4,4,10,,,,,,,,,,
,,5,5,7,4,8.00,4,4,6,,,,,,,,,,
,,8,6,7,7,10.00,9,4,10,,,,,,,,,,
,,6,7,6,4,8.00,7,6,6,,,,,,,,,,
,,7,5,8,7,9.00,10,6,9,,,,,,,,,,
,,5,3,5,4,5.00,4,5,5,,,,,,,,,,
,,4,5,5,5,9.00,5,6,6,,,,,,,,,,
,,5,6,5,8,8.00,5,3,2,,,,,,,,,,
,,7,5,9,5,8.00,4,6,4,,,,,,,,,,
,,9,6,7,6,8.00,6,5,9,,,,,,,,,,
,,7,6,8,7,8.00,7,7,4,,,,,,,,,,
,,5,6,7,6,6.00,7,4,2,,,,,,,,,,
,,5,5,6,5,5.00,5,4,5,,,,,,,,,,
,,6,8,6,8,8.00,7,5,5,,,,,,,,,,
,,6,3,6,6,6.00,4,5,5,,,,,,,,,,
,,6,6,3,5,6.00,6,3,3,,,,,,,,,,
,,5,5,7,4,6.00,1,4,5,,,,,,,,,,
,,4,4,7,3,6.00,5,5,5,,,,,,,,,,
,,7,6,6,5,7.00,4,4,6,,,,,,,,,,
,,10,3,5,6,7.00,6,5,6,,,,,,,,,,
,,7,4,5,7,10.00,5,5,8,,,,,,,,,,
,,5,5,7,7,8.00,3,2,4,,,,,,,,,,
,,9,10,8,9,9.00,7,5,10,,,,,,,,,,
,,4,6,5,2,7.00,5,5,5,,,,,,,,,,
,,8,9,10,8,9.00,4,6,5,,,,,,,,,,
,,7,5,7,8,5.00,5,5,3,,,,,,,,,,
,,4,4,5,5,3.00,4,4,4,,,,,,,,,,
,,6,5,6,5,7.00,5,3,5,,,,,,,,,,
,,7,6,6,7,7.00,4,3,6,,,,,,,,,,
,,4,4,4,4,4.00,4,2,4,,,,,,,,,,
,,7,6,8,6,6.00,6,7,8,,,,,,,,,,
,,7,5,6,6,7.00,8,6,6,,,,,,,,,,
,,10,5,10,9,8.00,9,4,8,,,,,,,,,,
,,6,7,3,6,8.00,3,3,8,,,,,,,,,,
,,7,5,5,8,7.00,5,7,7,,,,,,,,,,
,,5,9,7,8,8.00,7,4,7,,,,,,,,,,
,,8,6,8,3,6.00,5,4,6,,,,,,,,,,
,,6,5,7,7,7.00,5,3,5,,,,,,,,,,
,,4,6,3,6,7.00,4,4,3,,,,,,,,,,
,,5,6,3,7,5.00,2,5,5,,,,,,,,,,
,,10,7,7,7,7.00,6,4,8,,,,,,,,,,
,,7,4,8,8,8.00,6,5,7,,,,,,,,,,
,,8,6,6,6,9.00,9,6,6,,,,,,,,,,
,,5,5,10,7,9.00,8,4,9,,,,,,,,,,
,,7,4,6,9,5.00,6,2,8,,,,,,,,,,
,,7,5,10,11,9.00,6,7,6,,,,,,,,,,
,,4,4,7,8,8.00,4,4,4,,,,,,,,,,
,,6,3,7,4,5.00,4,5,3,,,,,,,,,,
,,5,3,5,3,6.00,4,4,5,,,,,,,,,,
,,5,4,5,2,8.00,7,3,6,,,,,,,,,,
